Show,Sentiment,Review
The Nevers,0,"The anchor on The Nevers is that it never seems to take off, at least from the episodes I've seen... For now, The Nevers never will do."
Godless,0,Godless has a great throwback Western movie buried somewhere under all the excess flab.
Limitless,0,"This is a mediocre rehash of Intelligence, which was already a humorless rip off of Chuck."
11.22.63,0,"11.22.63 sets forth with a fascinating premise, but gets a little too distracted by superfluous material that only causes it to get sidetracked from the main plot, resulting in a slightly unfocused show with problematic execution."
The First,0,Packed with corny symbolism and inexplicable cutaways.
Suits,0,It was about as middle of the road and predictable as to be expected from Suits.
Twin Peaks,0,"It's hard not to feel like I've been completely, utterly duped. The two-hour kickoff did not repair the damage wrought by Season 2. If anything, it was like taking a sip of damn fine coffee after learning that someone had stuck a fish in the pot."
Ginny & Georgia,0,"The script's plotholes... [starts] so many stories that, in the dent, it doesn't end up providing the screen time that each one deserves. [Full review in Spanish]"
Lisey's Story,0,Lisey's Story is a mess in almost every conceivable way.
Taboo,0,"Taboo is not so much a show as it is an ordeal, a slog through a miasma of squalid period clichés that's possibly even less inviting than last season's FX vanity production, The Bastard Executioner."
Brave New World,0,"Despite some evocative (and provocative) visuals and appropriate dramatic tension, it fails to truly excite."
Defending Jacob,0,The worst thing about Apple TV+'s new limited series Defending Jacob is that it feels like every other crime series we've seen before.
The Good Wife,0,"""End"" had moments that worked but never came together on the whole."
Behind Her Eyes,0,Where others excel with the dark and twisty storylines building intrigue and frightening sequences this one is only good for mustering up a sleepy yawn.
The Fall,0,"As good as Anderson is throughout, her Stella suffers from a Season 3 lack of development -- we learn nothing about her in this new season that we did not know from the previous two."
Wolf Like Me,0,The first three episodes mildly intrigued me – but not enough to want to continue.
Star Wars: Visions,0,"While some episodes have good elements, overall it's just too uneven. It also doesn't feel enough like Star Wars. But kudos to Lucasfilm for trying something different."
The First,0,"The show has a bland, sanitized feel, no matter how hard its cheesy score tries to heighten the inspiration at every turn. The best sci-fi stories, underneath the robots and space flights, are great human stories."
Lovecraft Country,0,"The new HBO series isn't interested in torquing the qualities of what's called Lovecraftian, nor inheriting them-and its episodes are weighted down by historical annotations and clumsy exposition."
The Offer,0,"While The Offer is an intermittently entertaining fictionalization about the making of the greatest movie of all time, your time would be far better spent re-watching the greatest movie of all time and the greatest sequel ever."
24,0,This 24 revival seems motivated by more pragmatic and mercenary considerations: trying to wring a few more nuggets out of a played-out goldmine.
The Capture,0,"The series sucks the juice out of its pop-cultural reference points, failing to mine our current nightmares on its own terms."
Nine Perfect Strangers,0,"The new Hulu drama has everything going for it, which makes its failures even more striking."
And Just Like That...,0,"A woke pamphlet…electing to preach about how the world works.
[Full review in Spanish]"
Cheers,0,Yuk. Writers Glen Charles and Les Charles crammed more sloppy sentimental stuff into the last 15 minutes of Thursday's finale than the show exhibited in its entire 11 years.
Lost,0,"It became a show about placating, even sedating, fans, convincing them that, in the absence of anything coherent or challenging, love was enough."
P-Valley,0,"P-Valley pivots almost exclusively toward anguish and the tension between crime and punishment, and that thematic swing... overwhelms and undermines already-established plots."
The First,0,"Providing all the attendant pageantry and triumphant music and inspirational speeches you might expect, before shifting back to the glummest, slowest, least enthusiastic approach possible to the material."
House of Cards,0,"The final season of House of Cards is too weird and atonal to ignore completely, but it's not good enough to recommend."
Joe vs Carole,0,"It's never ideal to arrive way too late to the party, and Joe vs Carole feels guilty of that, adapting the story of Netflix's Tiger King, a.k.a. Joe Exotic, into a limited series that dutifully replicates those events without much bite."
True Detective,0,"A thin story spread over a lot of hours, but Ali is excellent and so is his support."
Man vs. Bee,0,There’s something dispiriting about Atkinson’s determination to play idiotic characters incapable of accomplishing routine tasks without burning down the house or ruining very valuable works of art
Twin Peaks,0,"Yes, it's weird. Yes, it's ""Lynchian."" But there's a lot more weirdness on TV than there was in 1990."
WandaVision,0,"It feels empty and aimless, like the writers wanted an avenue to play with the TV eras, but didn't think hard enough about how to make WandaVision independent of the past."
The Mosquito Coast,0,"The title, and the blueprints from other shows, seem disposable, or at least casually, even wastefully transposable. How predictably American, Allie Fox would probably think."
Rise,0,"Rise is not the next Friday Night Lights, or even the next great teen drama. It's more like Friday Night Lite."
Black Mirror,0,"Brooker still has the teeth - and the imagination to craft tales that link into our techno-paranoia, showing us a world gone wrong where we are not too careful - but the bite is somewhat lacking."
Safe,0,There are few series on streaming or anywhere else that will cause as few ripples.
Amazing Stories,0,"It's too early to tell for sure, but the only amazing thing about ""Amazing Stories"" so far is that the new version retained and updated the original opening sequence, complete with that exciting musical theme by John Williams."
The First,0,"For a show about people looking up to the stars in wonder, its gaze is disappointingly earthbound."
Inventing Anna,0,"While it may tell Annas story, it does so in the most basic, bare-bones manner, devoid of any real personality, fire, or even genuinely compelling characters  thanks mostly in part to the shows (sometimes painfully) lackluster scripts."
Black Mirror,0,"It's weird to feel so poorly about three arguably good episodes of television, but the short length of Season 5 only serves to highlight the deficiencies of the season as a whole."
Brave New World,0,"Brave New World is caught in a feedback loop of references, one that only occasionally resonates with a culture in the midst of challenging systems, unseen and otherwise."
Six Feet Under,0,"Now I've had it with people who insist on making themselves miserable, as if it were an art."
Defending Jacob,0,Underneath this tale... is pretty standard fare and about two hundred minutes too long.
The Wire,0,"Though interesting at times, the fictionalized account of The Baltimore Sun lacks the depth of the institutions depicted in seasons past."
Brave New World,0,"""Antiseptic"" doesn't begin to describe it."
Lovecraft Country,0,"There's something mechanical about Lovecraft Country's horror, both real and supernatural."
Entourage,0,Entourage completely lost sight of what it was.
The Thing About Pam,0,It's a true-crime experiment that clearly wants to be the next Fargo and doesn't get there.
Anatomy of a Scandal,0,My real problem with Scandal isn’t that it’s trashy or muddled in its message. I was mostly lost wondering who to care about... What’s really missing in this Anatomy lesson is its soul.
Game of Thrones,0,"Season 8 reduced characters to caricatures, didn't earn its character development and the shift in their arcs, baked in several plot holes, and did away with internal logic and consistency."
Anatomy of a Scandal,0,"Despite risible dialogue and a disturbing swing toward cheap theatrics, this weak but watchable legal thriller still puts a human face on the MeToo movement thanks to committed, compelling performances from Sienna Miller and Michelle Dockery."
The Man Who Fell to Earth,0,The series fails to recognize the key to the power of its source material: its peculiarity.
How I Met Your Mother,0,This finale seems to completely sour the show's legacy - something that is not more important than ever.
Black Mirror,0,"The three episodes combine, however, to make for a slight and overly long viewing experience."
Invasion,0,It's nothing but a kitchen sink drama as people are running and seeing weird things happening.
The Me You Can't See,0,"There is no doubt that every contributor's motives here were pure. But standing outside and looking at the programme as an artefact and an influence on debate, one might ask whether sharing stories always means giving back"
Prison Break,0,"In a particularly generous (or perverse) move, Fox is giving us not just a dead show or a dead character, but a two-for-one sale."
The Outsider,0,"""The Outsider"" takes an entertaining and propulsive, if routine, read and renders it with style and savvy but not much of a pulse."
The Stand,0,"This new version has its inspired moments, like the way Billy Joel's ""The Stranger"" somehow turns out to be the perfect theme song for Flagg, but the structure keeps sucking the life out of things, from major characters to more minor ones."
Starstruck,0,Haven’t we already been here? Are there not new dilemmas from which to mine comedy?
Boardwalk Empire,0,"Every minute spent in Cuba drags the pacing to a crawl, even by this show's pacing standards."
Entourage,0,"Entourage feels awfully washed-out and washed-up, kind of like Vince Chase's dormant career, as the show counts down to the end."
The Shrink Next Door,0,"The way Ike silkily asserts control over Marty's life, and why Marty was susceptible to it, is a key element to all of this. But the show's approach is weirdly miscalculated."
Gaslit,0,"The entire time I watched Gaslit, I ricocheted between thinking it was a thought-provoking series full of memorable performances and that it was a terrible series that too frequently felt like a Saturday Night Live skit."
Reacher,0,"Ritchson's 12-pack is a physical manifestation of a tonal problem: His Reacher is smarmy and pleased with himself, rather than casually secure in his own vast abilities. He's a generic vigilante who just happens to look like a mountain."
The Outsider,0,"Like the Stephen King novel it's based upon, The Outsider is an interesting, but not completely satisfying experiment... Even with Erivo and Mendelsohn as sturdy stars, ]it] hasn't quite found a way to give its plunge into the unknown the juice it needs."
Taboo,0,"Not even often-stunning performances... can dig Taboo out of its messy, overwrought darkness."
Fargo,0,"When one character asks a question of another and then announces with a self-regarding smirk that it was rhetorical... Fargo disappears into its own navel, where even the lint is annotated."
WeCrashed,0,I think we could all use a little Jared Leto break.
Rise,0,It's time for a break from the tears. You have to earn those.
Mayor of Kingstown,0,A disappointing bleak drama that doesn't have anything new to say.
The Undoing,0,"A bad man getting away with a bad thing? Lawyers obfuscating the wheels of justice? It's all too familiar. And perhaps this is just 2020 talking, but it's a little exhausting, too."
Marvel's Iron Fist,0,"The fights lack any excitement, physically or emotionally. There are a couple of fights where it felt like a constant back and forth with a punch, block, repeat."
"Love, Victor",0,"Whether the fantasy ending is due to an early cancellation or the desire to tie everything up with a tidy bow, this final season is unsatisfying. The characters are shadows of themselves, and the interesting messiness (and queer focus) is all but gone"
Invasion,0,"Individually, none of the subplots builds to anything shaped by the careful arcing of a good short story, much less to anything that gives you reason to invest in the main characters."
Dr. Brain,0,"Too often Dr. Brain dodges the dark freakiness of its central idea and instead lingers on rote, slow-moving mystery plotting."
The Shrink Next Door,0,"The Shrink Next Door has plenty of star power but can't get past its confused narrative, disappointing lack of character development, and dragging pace."
Westworld,0,"Viewers who have come this far might not be able to resist sticking around for answers, but these are all teasers the show is posing about itself, from within its own impenetrable lore. Those big questions have shrunk from view."
Hawkeye,0,"If you are very much plugged into the Marvel Universe, yes its a Must Watch. If youre not that bothered, then no."
Nine Perfect Strangers,0,"The best part about 9 Perfect Strangers is that the Wikipedia entry states up top ""not to be confused with Perfect Strangers."" Oh, how I wish that this were the tale of 9 Balkis..."
Mr. Corman,0,Even the presence of Debra Winger as Josh's mom... and Juno Temple as his ex (a character who feels too ill-defined to really work) feel like wasted opportunities.
"Web of Make Believe: Death, Lies & the Internet",0,While all of the subjects covered in the six episodes sound very interesting a lot of the oomph is taken out of them due to the repetitive and drawn out nature of each.
Star Trek,0,"The actors seem tired, bored in most scenes. Even [William] Shatner, which is saying something."
Mayor of Kingstown,0,It's hard to imagine the viewer who will want to spend much more than the pilot's first hour in Kingstown.
Scenes From a Marriage,0,"It's meant as an episode of reflection, but because previous episodes have given the relationship a flimsy foundation, Scenes still ends on its flattest note."
Hellbound,0,An expendable attempt at a horror series that doesn't stand out. [Full review in Spanish]
The Pentaverate,0,"Had The Pentaverate been made in 1997, it still might not have been much good, but it would have perhaps made more sense. I’ll give it this, mind – it’s nice."
Marvel's Iron Fist,0,The problem: Danny Rand is just not compelling enough to carry his own show.
Swagger,0,The diffuse focus makes the series too muddled to really latch on to any one narrative thread.
Dr. Brain,0,"For a show with a wild central premise and a goofily brazen title, nothing here rises to the level of wildness that the show is teasing, nor is there the sort of grounding that could work as an alternative."
The Most Dangerous Animal of All,0,"That's the problem with The Most Dangerous Animal of All: Earl Van Best Jr. never comes into focus, and the Zodiac Killer doesn't either."
Arrested Development,0,"The narrative hand holding and frequent plot reminders built for weekly network TV grew tiresome when watching on the show's adopted home, Netflix."
Bridgerton,0,"Season 1 may have left audiences hot under the collar and begging for more the first time around, unfortunately its successor is more likely to leave viewers yawning, such is the state of affairs with season two."
The O.C.,0,It's easy to deduce how the characters of The O.C. spent their summer vacation. They were practicing jumping the shark. They have it down perfectly.
Taboo,0,"It's an utter slog, and the biggest creative misstep FX has made in a while."
The X-Files,0,"I honestly can't tell whether or not Mulder's dialogue is supposed to sound ridiculous (in the second episode he utters this baffling phrase: ""Scully, you looked so adorbs"")."
The Essex Serpent,0,"Against this beautiful backdrop, the human drama never crackles. Directed by Clio Barnard, the show seems to forget that, along with all the portentous symbolism, there needs to be a spark of wit or a flicker of emotional depth."
Breaking Bad,0,"For five seasons Breaking Bad cooked up some the best drama on television, hands down, but unfortunately, for its final hurrah, we got an unsatisfying batch."
Roar,0,"In its attempts to universalize these intensely personal experiences, Roar loses much of the heart that makes them worth caring about to begin with."
What If...?,0,"Perhaps Marvel's What If...? will be more accessible to non-discerning younger viewers, but for adults, there is not much here to recommend."
Watchmen,0,"Lindelof keeps scribbling in the margins, adding in more and more story that may yet pay off but that takes perhaps undue patience in the interim."
Pieces of Her,0,"Toni Collette is a divine being sent from Heaven with whom we are all fortunate to share time on the same planet. Even Collette, however, cannot redeem what is one of television history’s most worthless characters in Netflix’s Pieces of Her."
24,0,"While the format has been altered a bit... this new season is 12 episodes instead of 24 so some hours will be skipped -- everything else about the show is same-old, same-old."
Waco,0,"The Paramount Network needs something flashy and bold to ring in its launch, and Waco isn't it. The show should have been used as an addition to something bold, not as a starting move."
Killing Eve,0,"Weve grown accustomed to queer characters dying on screen, especially ones in relationships. Keeping these women apart for the majority of the series, giving the characters (and fans) what they want, and then ripping it away is such a tired trope."
Bridgerton,0,"While “Bridgerton” Season 2 arrives with all of the scandal, gossip, and sartorial excellence we’ve become accustomed to, the sophomore outing lacks the fresh appeal and engaging pace of the first season."
24,0,"The Jack-as-wounded-hero archetype had been wrung dry long ago, and Live Another Day does nothing to find new life for it."
Russian Doll,0,"It is an ambitious but ultimately lacking attempt at illustrating how trauma is inherited from one generation to the next, at the expense of the protagonists’ development and season one friendship."
The Alienist,0,"Not a bit of the original's atmospheric quality is lost in the years that have passed between the two seasons... If the goal of Angel of Darkness is to speak to the now and make us think, however, that trail only leads to a dead end."
The Mist,0,"This version tries to have it both ways - goofy and serious - and leaves viewers on the outside looking in, rooting for the mist instead of those running from it."
Marvel's The Punisher,0,"Here's the most unforgivable sin of the second season of The Punisher: You have a magnificent performance like this one at your disposal, and this is what you choose to do with it?"
The Thing About Pam,0,"The thing about Pam, sadly, is that despite her crimes, she’s not all that interesting."
Brave New World,0,"Not only have we had a ton of sci-fi dystopias lately, but Huxley's novel is one of the most popular and enduring ever; most of the stuff you're sick of was already cribbed from it in the first place. That puts this new series in a tricky position"
The Man Who Fell to Earth,0,"Why this, and why now?"
The Offer,0,Its goofy failures create a veritable list of guidelines of how not to tell a story when otherwise trying to get across how hard it is to make a movie in Hollywood.
The Man Who Fell to Earth,0,The Man Who Fell to Earth is like the worst kind of tech bro -- it doesn’t offer anything innovative enough to actually live up to its own hype.
Money Heist: Korea - Joint Economic Area,0,"Basically, it reuses everything that gave personality to the [original] Spanish series and presents us with a copy instead of with an adaptation. [Full review in Spanish]"
Prison Break,0,"Fox's revival, alas, begins with a flawed blueprint, while suffering from a been-there, broke-out-of-that quality."
Amazing Stories,0,"Maybe the show will get better; I hope it does. But with so many shows on so many different platforms right now, it seems like Amazing Stories blew its one chance to make a good first impression."
How I Met Your Mother,0,The ultimate takeaway from the final season is that series creators Carter Bays and Craig Thomas were at once too good and not good enough to tell the story they ultimately wanted to tell.
The Morning Show,0,"Too often, The Morning Show's second season is satisfied with the easiness of shock -- of announcing itself, though not communicating much of note, in a blare."
Godless,0,"Godless is an almighty letdown. The narrative is as expansive as the vast New Mexico plains that form its backdrop, but there's too much creative tumbleweed."
Anatomy of a Scandal,0,"This is serious subject matter, but it’s hard not to laugh at some bizarrely surreal flourishes, the howlingly bad dialogue and the preposterously prim accents."
Mr. Corman,0,"The audience doesn't have to like the main character for the show to work, but at the very least, its center of gravity should be more nuanced and compelling than this one."
The Nevers,0,"The world still feels under construction and confused about what its purpose is, something that feels indicative of the lack of a consistent architect throughout."
The Office,0,Will those of us who've gradually fallen away return to see it out? I'm still not sure I will after seeing Thursday's Season 9 premiere
Shadow and Bone,0,The storytelling in this adaptation from showrunner Eric Heisserer (Bird Box. Arrival) fails to establish and maintain a momentum nearly as powerful as some of the show's magic.
Wolverine and the X-Men,0,"Ultimately, the program is reasonably good fun for X-Men aficionados, but the reliance on past movie and comic references... blunts the appeal, as does the occasionally stiff animation quality."
The Mist,0,"Not nearly enough horror, way too much exposition (in the opener). Even the fog seems a little bored hanging around for something to happen."
Normal People,0,The result is hardly incompetent but never bold enough to transcend the standard literary adaptation.
Mr. Corman,0,"Mr. Corman, the new AppleTV+ series from Joseph Gordon-Levitt suffers from a number of issues, not least of which is an uninteresting lead character."
The Undoing,0,"It's all extremely rote, like an expanded version of the mid-budget Nineties movie that would have starred Kidman and Grant at their respective heights of celebrity."
The First Lady,0,"Despite a stacked deck of talented stars and what looks to be sizeable production budget, The First Lady is dead on arrival."
Dr. Brain,0,"It does go some way to fulfilling it prophecy in terms of jump scares, eerie underground car parks and ominous shadows, but is let down by a plot which requires Cliffs Notes."
The Time Traveler's Wife,0,The bigger problem is that it’s all just a lot of time-traveling and dealing with the rigors of time-traveling. It’s mono-thematic.
The First Lady,0,The show ultimately plays like a prestige (and repetitive) reenactment of each First Lady's Wikipedia page.
Roar,0,All the starry turns and strong performances can’t make this anthology series cohere into a show that has something to say about contemporary womanhood.
Winning Time: The Rise of the Lakers Dynasty,0,"McKay has entered... an Aaron Sorkin-esque level of directorial obtrusiveness, where a filmmaker’s tics and indulgences keep calling attention to themselves, distracting from the narrative at hand rather than amplifying it."
Brave New World,0,The idea of a society where pandemics have been completely eradicated may sound ideal in this particular moment. But that's the only attractive I could find in Brave New World's utopic setting. [Full Review in Spanish]
Killing Eve,0,"From the first time Jodie Comer pressed a knife to Sandra Oh’s throat, the sexy murder drama seemed to promise one thing. Frustrated fans are right to be disappointed."
Inventing Anna,0,"Delvey’s story is riveting. The series, sadly, is not."
The Big Bang Theory,0,"However big a role pop culture may have played in its stories, the show itself could never have served as a barometer for the rest of pop culture. It's impossible to be a meaningful barometer if the dial only ever reads one thing."
The Nevers,0,"When I finished watching, there were no characters I felt drawn to, or provoked by. I took in all the excess and atmosphere, all the flippant banter and brutal fighting, and I was left untouched."
Fargo,0,"Fargo has lost its footing in Season 4, succumbing to stylization and caricature and gratuitous over-plotting, and effectively wasting a tremendous cast. We're left with a weak story and a few banal monologues about race, money, and Life In America."
The Summer I Turned Pretty,0,"The series is striving to capture that feeling of first love, of growing up and finding your own path. There’s moody music, hazy photography, and characters in slow motion. And yet, none of it quite works."
The Wilds,0,"The introduction of the boys is a failed experiment, and unfortunately, apart from a few good moments and an interesting finale, season 2 is a wasted continuation that offers very little."
Invasion,0,"And aside from rhyming with Foundation which premiered last month, Invasion asks a similar question: Do you have time for this?"
11.22.63,0,"11.22.63 reaches some thoughtful, moving conclusions, but oh, what coulda been with a more engaged star. If only there were a time machine to fix that mistake."
The White Lotus,0,"Without a more cohesive story giving it narrative momentum, it often becomes a series of vignettes involving awful, irredeemable people who never make the right choice - and whether that's entertaining or even stomachable really depends on your mileage."
Outer Range,0,Measuring most shows against the masterful Twin Peaks feels unfair. But Brian Watkins’ Outer Range baldly baits the comparison—sometimes with success but more often to his show’s detriment.
The Queen's Gambit,0,"While it is frustrating to see Black characters still reduced to stereotypes in what has been the supposed golden age for Black roles and representation in television, it's not all that surprising."
The Essex Serpent,0,"If you are hoping for Crimson Peak or The Others, this isn’t it either. But, if you are a fan of Jane Eyre or deliberately paced 19th-century British dramas with solid performances, you may enjoy The Essex Serpent. Just don’t say I didn’t warn you."
Limitless,0,"Yet while Limitless is competently executed, what it lacks, finally, is any spark of inspiration. And alas, there's no pill for that."
Lovecraft Country,0,"Lovecraft Country feels like a missed opportunity to repurpose the racist fear at the heart of Lovecraft's work to articulate the specific dread, isolation, and social death felt by Black people in all corners of the world."
Bel-Air,0,It takes every aspect of the original show and sucks out the joy.
Little Fires Everywhere,0,"Hulu trotted out Little Fires Everywhere, an eight-part limited series that attempts to capture the sprawling nature of the source material, but ultimately fails."
Big Little Lies,0,Season two's biggest shortcoming is the way it prioritized Mary-Louise at the expense of Bonnie.
The Night Of,0,A show like this one is so busy saying something about the justice system and the prison-industrial complex that it rarely has a moment to consider that one of the injustices here is that a person was killed.
Two and a Half Men,0,"Buddy, your show's been on for 12 seasons. Don't you want to send off your characters in any type of meaningful way? Nah. Let's just use the time to get back at someone for something people have long forgotten about."
Little Fires Everywhere,0,"If the series had scaled back some of its theatrics to be more subtle, I think it would've packed a much harder punch. I don't need characters screaming at each other every other scene; I need them to be saying something of interest."
The Big Bang Theory,0,"As The Big Bang Theory enters its final season, and these characters enter new phases of their lives, there are so many possible stories to tell. It just has to stop telling all the same ones."
Man vs. Bee,0,"After a certain point, you stop questioning things and instead enter a fugue state. Is time passing, or are you just stuck in some horrendous ten-minute long Groundhog Day?"
The Offer,0,Too long by half and romanticizes its subject.
Limitless,0,"Maybe the show will improve when it kicks into the case-of-the-week format and ramps up the nonsensical effects of this mysterious pill, but I don't have high hopes."
Defending Jacob,0,"The result is a story that feels both overstuffed and underdeveloped. Like its namesake, Defending Jacob is brought down just as it's taking off."
The Mist,0,Making sense of this mess is probably impossible and not worth the effort.
The Nevers,0,"A mess it is, which is a shame, because of all the too-much going on, a lot of it is a lot of fun."
The Mosquito Coast,0,"If the plotting and the characters in The Mosquito Coast were more compelling, it wouldn't matter as much that Cross has ignored virtually every element of his source material."
Teen Wolf,0,"This finale felt like more of a cliffhanger than anything the show has done before, which is a strange choice when writing the series finale. I don't love knowing that there's a huge war to be fought and that's where all these people are going."
Brave New World,0,"It's not an immediately gripping techno-satire, nor a mindbending puzzle box. It's not an impressive sci-fi world, nor a bold piece of sex-violence-profanity prestige. It's just a disappointing adaptation trying to be everything for everyone."
Unsolved Mysteries,0,Unsolved Mysteries is likely to stay but it has to do better to become a staple series on the streaming service.
The X-Files,0,"As brilliant as Dana Scully was, and as badly as young women needed her, she remained frustratingly beyond the grasp of the men who wrote her."
Taboo,0,"As a showcase for Hardy's considerable acting chops, Taboo is passable, but once you peel away [Tom] Hardy's detailed performance you begin to realize that there's almost nothing to the character he's playing."
Interrogation,0,Perhaps more frustrating is that some of our time in the '80s is given to us free of a person's recollection of events.
Hawkeye,0,Hawkeye feels like it will end up being a quick wiki article scan to get caught up on where everything stands instead of its own standalone story.
Foundation,0,"The dense, at-times muddled narrative offers little to warrant the enthusiasm to justify that, leaving behind an impenetrable show that looks like several million bucks but feels as if it lacks the tools to save itself, much less all mankind."
Scenes From a Marriage,0,"I'm sure there's some thought-through reason that would sound good on the page, but in practice it's a bucket of cold water on a story whose purpose is body-temperature intimacy."
Big Little Lies,0,The flattening of previously full characters may be the biggest loss of this season.
And Just Like That...,0,"The name surely carries plenty of equity, but like the movies, this HBO Max show yields diminishing returns."
A Wilderness of Error,0,"Morris is asking us to consider an unlikely and generally unheralded possibility, and doing so in a manner so insistent as to make the proposition less and less appealing."
Sex and the City,0,"I got to wondering: didn't we reach a climax in our relationship with Carrie, Samantha, Charlotte and Miranda sooner than any of us would dare to admit?"
Y: The Last Man,0,"While some intriguing & important new elements are added, like Elliot Fletcher's trans character, the show is so concerned with big ideas it neglects all of its characters."
Nine Perfect Strangers,0,"The series isn't the surprising horror-esque piece it could be, and it doesn't offer a compelling statement on wellness or the people who buy into it. Nothing really happens at all here."
Rome,0,"While the look and feel of the series is still as brilliant as before, it feels wasted on these paltry scripts."
Shining Girls,0,"There’s good stuff here: Alongside Moss, Moura as the journalist aiding her, and Jamie Bell as the personification of human venality pursuing her, do fine work. But there’s simply not enough story here to make for a credible eight-episode series."
Little Voice,0,Little Voice is little short of a horror show.
Lisey's Story,0,"[Director Pablo Larraín] never entirely immerses us in horror or submerge us in grief. It's the opposite, actually. Instead of engrossed, I felt trapped."
The Time Traveler's Wife,0,"Every time it feels as though the show might actually want to have a real conversation about fate, free will, or consequences, it slides away from the implication without ever fully looking it in the face."
Lisey's Story,0,"Despite Moore's earnest performance, the show gets stuck in a twilight zone between hokey and horrifying. It ultimately comes to resemble a ponderous, misshapen beast, much like the one that haunts Boo'ya Moon."
The Wheel of Time,0,"The action, when it comes, is lively, if predictable, but The Wheel of Time buckles under chunks of tedious exposition."
Brave New World,0,"Sadly, beyond those genre departures that seem like, let's be honest, products of inconsistent tone in the show's writing and direction, Brave New World doesn't offer much."
Anatomy of a Scandal,0,"Despite able performers and potent themes, the show is so addicted to chaos that it squanders its chance to say anything substantive."
Shining Girls,0,[An] intriguing but largely forgettable show.
Entourage,0,It struck me that the show seems even more like escapist candy than it did just a few years ago... Entourage stopped trying to even toy with realism or emotional depth.
Marvel's Iron Fist,0,"Though the show repeats the same mistakes as Marvel's other Netflix series, those problems are magnified because the show lacks a compelling lead."
The Falcon and the Winter Soldier,0,We could've developed Bucky loads more.
Killing Eve,0,"Fourth time around, the sense is of having spent too long on a carnival ride. Nausea is kicking in."
Shadow and Bone,0,"The show's political intrigue comes off as boilerplate, but the thrust of the source material's narrative remains largely unchanged."
Once Upon a Time in Wonderland,0,"As in Once, the computer-generated landscapes and creatures don't quite work - they look unworldly, but in a cheesy way."
Defending Jacob,0,"Better to leave audiences craving more than demanding less, I suppose, but Defending Jacob boasts a tremendous ensemble of actors who make you wish they had the rich characterizations they deserve."
The Time Traveler's Wife,0,"It would, at this point, take a truly inspired interpretation to make a Time Traveler’s Wife series work. Sadly, this ain’t it."
Inventing Anna,0,"Inventing Anna transforms a juicy real-life drama about a con artist among the influencer crowd into a fairly inert limited series, in part by giving almost equal weight to the reporter who broke the story."
Nine Perfect Strangers,0,"If only one of these people would have the decency to drop dead, it would make the show infinitely more engaging."
The Thing About Pam,0,There’s a lot of blurriness of intention around the storytelling in The Thing About Pam and an ultimately complacent belief that Renée Zellweger slurping on soda is enough to count as Emmy bait.
House of Cards,0,This is the worst season of the series despite Robin Wright's best efforts. [Full Review in Spanish]
Behind Her Eyes,0,It opts for a bizarre shock that's baffling at best and deeply tone-deaf at its worst.
Killing Eve,0,I think most will be disappointed at how far from the first two seasons this series has gone and be thankful that they wont be dragging it out much longer.
Pieces of Her,0,"The bad news is that most of the other elements are merely fine, such that there’s no great takeaway for viewers beyond “wow, Toni Collette!” and even that, repeated ad nauseam, becomes a kind of quiet damnation of everything else."
Midnight Mass,0,"Had it been a 90-minute movie, Midnight Mass could pass as innocuous entertainment. But lasting seven hours, this is nothing more than an unfortunate waste of time. [Full Review in Spanish]"
This Is Going to Hurt,0,"It’s akin to watching an episode of “Grey’s Anatomy” or “Chicago Med” or “New Amsterdam” or “The Resident” et al., only spread out over seven episodes instead of a 44-minute storyline."
Godless,0,"If genre cliches are brought into a work to be deconstructed, but said cliches remain stylized and centered, then what's actually being upended in this process?"
House of Cards,0,"The gaping cynicism of these faux Washington insiders also paints a depressing picture of the actual current climate, especially against the backdrop of the real-life controversy in the White House."
13 Reasons Why,0,"Readers may recall how promising this show was at the beginning, when it was simply the adaptation of an acclaimed young adult novel... The final season reclaims only crumbs of that sensibility."
Taboo,0,"Taboo is a grubby, swollen TV gothic that has its moments but, aside from Hardy and some atmosphere, not much else."
Preacher,0,"Preacher Season 4 starts strong, but it can't escape the snare of mediocrity, no matter how much craziness it throws our way. And while the show is rarely subjectively bad, it continues to have issues with tone and characterizations."
Outer Range,0,"By the end of eight frustrating and haphazardly paced episodes, exhaustion sets in."
The Outsider,0,"Curiously -- and annoyingly -- uneven, as if different production crews took over on alternate days undoing one another's work."
Amazing Stories,0,"The upside of any anthology series is the possibility that the next installment can completely turn things around with a brand-new tale. Still, if this is the show's best foot forward, it doesn't imply much optimism."
The Baby,0,"Haphazardly careens from one idea to another, throwing in themes and plot threads that never properly fit together."
Dan Brown's The Lost Symbol,0,"""The Lost Symbol"" feels like something you'd watch on Saturday morning cable when the remote is lost, though Peacock might be hoping to secure fans of the ""Librarians"" franchise, too."
Naomi,0,"Moves in slow motion, feeling like a conventional high-school drama with just a pinch of superheroics provided to pull the audience along."
The Thing About Pam,0,The flourishes used on The Thing About Pam were tiring us out by the end of the first episode; we can’t imagine how exhausted we’ll feel after watching the entire six-episode season.
Castle Rock,0,"I can't tell if the new season is over-reaching, under-reaching or if the Annie Wilkes of it all is just overshadowing the story to an unanticipated degree."
The Shrink Next Door,0,"The show depends to a large degree on our knowing that this crazy thing really did happen, kinda sorta in this way. At the same time, with all such adaptations, it is cramped by that dependency..."
Euphoria,0,"It's the prevailing tone, at once nasty and tedious, that I loathe; watching the show, my mood hovers somewhere between boredom and dread."
Undone,0,Nuanced dilemmas quickly fade into the background as the series adopts a more straightforward format in its second season.
