Show,Sentiment,Review
Man vs. Bee,0,"After a certain point, you stop questioning things and instead enter a fugue state. Is time passing, or are you just stuck in some horrendous ten-minute long Groundhog Day?"
Snowflake Mountain,0,A bunch of supposed adults complaining about having to take a dump in a latrine.
Moon Knight,0,"Flashes of brilliance offer a glimpse of the more introspective, imaginative show we were promised, and the finale has the opportunity to deliver. As it stands, though, Marvel Studios' latest Disney+ outing is also its most disappointing."
Game of Thrones,0,"I don't think anyone can be happy that this season focused, in the end, on Jon Snow, the least complicated main character on an ensemble full of brutal instincts and grasping ambition."
Moon Knight,0,"The newest MCU series on Disney+ has some interesting ideas and cool authentically Egyptian flavor, but takes its own little time to get rolling."
The Pentaverate,0,The Pentaverate struggles under the weight of its main talent.
Casual,0,"Somehow... the series keeps from being overwhelmed by all the changes, either to its characters or the world around them, and winds up in delivering an emotionally satisfying end to one of Hulu's most charming and enjoyable series."
The OA,0,"The willing suspension of disbelief has to be earned, and from where I'm standing, The OA doesn't earn it."
Gaslit,0,"If the series accomplishes nothing else, it’s guaranteed to teach a few audience members stories they didn’t know before. It’s just too bad that in its messiness, Gaslit stops somewhere short of doing them justice."
Homeland,0,"Overall the first four episodes made available for review plod along... But then, just as I'm about to write off this final season, something happens at the end of the fourth episode that pulls me right back in. Just like Carrie, I can't seem to let go."
Amazing Stories,0,"The series might all be called Amazing Stories, But Not So Amazing That Heart Patients Can't Watch It."
"Web of Make Believe: Death, Lies & the Internet",0,While all of the subjects covered in the six episodes sound very interesting a lot of the oomph is taken out of them due to the repetitive and drawn out nature of each.
The Gilded Age,0,We know who these people are. They're clichés -- not unpleasant but wholly unsurprising.
Fear the Walking Dead,0,"Colman Domingo was as good as always, but all the exposition dumps and plot holes really dragged the [premiere] down, blunting what could have -- in more adept hands -- been a strong opener for Season Seven."
WeCrashed,0,"In declining to conjecture what WeWork’s nosedive meant for the rest of us, it’s got even less of a purpose than a co-working space during a pandemic."
Shadow and Bone,0,"'Shadow and Bone' is trying to show way too much in too little time, leaving its best intentions emotionally stunted and inert."
Big Shot,0,"Big Shot, while perfectly amiable in most respects, often fails to sweat the details in the way that a tough coach would demand."
Euphoria,0,"Euphoria is unrelentingly explicit this time around, as if it took one look at its former self and thought: no, not shocking enough, try this."
House of Cards,0,"With or without Kevin Spacey, it's possible that House of Cards had simply run its course. It's just a shame that it couldn't make one final sprint toward the finish line."
Weeds,0,Almost completely misses.
Shadow and Bone,0,"More exhausting than thrilling, Netflix's latest period fantasy adventure, ""Shadow and Bone,"" will have a tough time breaking out of the fan base already built by the books."
Teen Wolf,0,"While Stiles is missed in the last batch of episodes, this fun MTV show finds a nice way to say goodbye."
Mare of Easttown,0,"Gone are the days when HBO would produce only outright classics targeted at discerning audiences - in the streaming age, a wider clientele must be catered to."
The Wheel of Time,0,"How did Pike manage to keep up that sense of terrified, intense urgency, with all those boring plastic animals horsing around her? Where was all the swearing and off-colour shagging?"
Godless,0,"There are interesting ideas and some refreshing roles here, languorously trailed among the endless vistas. But these ideas flare and subside in the slow sprawl of the show, without the assurance of a guiding hand."
Killing Eve,0,"With only eight episodes in the series, it’s time to stop idling and hit the gas pedal. And new characters and errant plot threads only hinder what should be the driving force of the series, namely the Eve and Villanelle relationship."
Foundation,0,"As with some of Apple's other high budget series, the desire to look massive overtakes a lean narrative... This is probably the priciest slow burner show ever made."
Prison Break,0,"The reality is that Prison Break in 2017 is basically a collection of ideas that Homeland passed on, if you can imagine that."
Cardinal,0,The whole thing was so chilly that it left me craving a show that is the absolute opposite of this in every way: Death in Paradise.
The Outsider,0,"The stakes here seem to be massive; gradually, it becomes clear that an epidemic of darkness is overtaking many. But getting there, with so little in the way of character or freshness of tone, simply exhausts even an interested viewer."
The Time Traveler's Wife,0,The Time Traveler’s Wife should probably have been left in the past.
WeCrashed,0,"Boy howdy if it doesn’t match former WeWork CEO Adam Neumann pound-for-pound on crappy decision-making, hapless showmanship, and missed opportunities to get back to basics."
House of Cards,0,It's eight-hours of filler to set up an immensely unsatisfying conclusion.
Bridgerton,0,"The show tries to tack on more substantive themes, while still ignoring the ways that its world-building has come up short."
The Twilight Zone,0,All over the map... Rod Serling had overworked himself into a state of total burnout from which he would never fully recover.
Prison Break,0,"The reality is that Prison Break in 2017 is basically a collection of ideas that Homeland passed on, if you can imagine that."
Marvel's Agent Carter,0,"You wouldn't be alone in feeling that this season of Agent Carter lacked a certain urgency...that's really the rub, that Season 2 never seemed like it had enough to say on Peggy's journey..."
Nine Perfect Strangers,0,"There is too much time to fill, too many episodes to stretch a fairly thin plot across, and too many goddamn strangers to stay interested in any one of them."
Joe vs Carole,0,"Though it's based on the Wondery podcast that first broke the tawdry tiger tale in 2019, Joe vs. Carole simply doesn't contain enough fresh insight to justify its existence today  despite game performances by the stars."
Once Upon a Time in Wonderland,0,Why borrow a classic if you're not going to do anything with it?
The Endgame,0,"The Endgame is by turns boring and by other turns generic and nonsensical. Its story isn’t compelling enough to follow beyond the first episode, and we’re figuring that the interplay between its stars isn’t enough to keep people watching."
The Big Conn,0,"The Big Conn bites off plenty, and occasionally more than it should chew, distending its scope to the point that it loses sight of Conn, whose over-the-top brazenness is the most interesting aspect of this saga."
Mr. Corman,0,Spending five-plus hours watching a very average man inch toward slightly greater self-awareness doesn't make for the most powerful TV experience.
Inventing Anna,0,"In trying to make the show about gossip and the media, Inventing Anna actually misses whatever it is that Anna herself was up to and rather focused on what she thought she was doing. Instead of adding complexity, it just comes off as muddled."
The Baby,0,"It should be weird and captivating! Instead, The Baby meanders..."
Monsters at Work,0,"Bafflingly, it's a workplace comedy. Note to Disney: children don't go to work."
Homeland,0,"Rven though the circumstances are new... it still felt like déjà vu. We have had this vibe, this dynamic before - many times."
Marvel's Iron Fist,0,"Atill struggling with the same generic Marvel-on-Netflix issue: a master plot that just isn't dense enough to stretch over the episode order, leading to stop-and-start pacing, repetitive conversations and secondary characters that overstay their welcome."
You,0,"More and more, the show seems to be saying, Joe's struggles are just a slightly amped-up version of the viewer's own. He's ""You."" But there's too much grotesque violence in the show's past for us to relate to him, or to take the show on its own terms."
The Stand,0,"As rendered in this iteration of King's epic, that mix of realism and fantasy results in a disjointed, tonally inconsistent work that manages to both over-condense aspects of the original saga and overstay its welcome."
The Stand,0,"If you don't stand for something, you end up looking like a Walking Dead spin-off that never made it to the air."
Two and a Half Men,0,"I swear to God, I don't think I could come up with a worse ending."
Mayor of Kingstown,0,A disappointing bleak drama that doesn't have anything new to say.
Outer Range,0,A lot of people do good work on “Open Range.” If only it provided a little more to hold onto.
The Stand,0,"With its many subplots, some more compelling than others, it's an uneven series that's not so much a must-watch as a can-watch."
House of Cards,0,"By the time the last three episodes roll around, House of Cards' final season has abruptly buried itself in a whole host of weird, borderline anti-feminist tropes."
Midnight Mass,0,"Midnight Mass only really gets going in episode three. And, when it finally sets off, it doesn't seem to know where it is heading."
Killing Eve,0,"With only eight episodes in the series, it’s time to stop idling and hit the gas pedal. And new characters and errant plot threads only hinder what should be the driving force of the series, namely the Eve and Villanelle relationship."
1883,0,"For fans of westerns, 1883 certainly looks like the real deal, coming from Yellowstone creator Taylor Sheridan and featuring Sam Elliott as a gnarled cowboy. The execution, however, feels stale."
Arrested Development,0,No programme is more infuriatingly chuffed with itself.
Limitless,0,"Limitless comes off as rote, slick and bloodless.The show is based on the film of the same name and expect occasional Bradley Cooper drop-ins, but unless Limitless lives up to its name and starts achieving far more of its potential, I'll pass."
Guilty Party,0,"It's clear that Guilty Party has set out to spin a narrative about a complicated woman working a complicated case. But at this point in the story, the whole thing seems on the verge of buckling under one complication too many."
The Gilded Age,0,HBO hired Julian Fellowes to make a Downton Abbey out of 1880s NYC. But all the fussy costumes and jewelry in the world can’t bring The Gilded Age’s story of old vs. new money to life.
The Pentaverate,0,"Got some good laughs out of the first three episodes, but I grew weary."
Marvel's Agent Carter,0,It became... nothing more than a Hayley Atwell vehicle that let everything else from production value to narrative importance fall to the wayside if it meant the show's lead actress getting in just one extra spunky line of dialogue.
Halo,0,"The goal shouldn’t be about being everything to everyone, and while “Halo” treats the source material with respect, it does so with a tentativeness, as if it is afraid to miss a key element."
The First,0,"[Tom] acts like a complex hero in this post-""Sopranos"" era, but the aimless writing and the arty editing leave him flat."
The Endgame,0,"The Endgame is the sort of show that believes it can compete with an international hit like Money Heist by staging seven simultaneous bank takeovers, while giving us precious little reason to care what happens in any of them."
Severance,0,"If the series wants to tackle the exploitation of labor, even in its own exaggerated way, it usually helps when the authoritarians' methods of oppression make sense—logically and emotionally..."
Big Shot,0,"The lack of proper development for its teen girls is the most troubling aspect of ""Big Shot,"" all things considered, the element that feels the most performative."
The Lincoln Lawyer,0,"Despite some admirable efforts by its committed cast, this version of The Lincoln Lawyer never makes a compelling case for its lengthy and laborious existence."
Lincoln's Dilemma,0,"For the first 3 1/2 episodes, the filmmakers and contributing scholars do a reasonably good job of appearing unbiased...Where they drop the ball in a major way is in the last 15 minutes when their unabashed, vainglorious stripes are revealed."
Moon Knight,0,This hodgepodge of underdeveloped themes is augmented by run-of-the-mill action sequences that not only lack invention but also emotional thrust. Mohamed Diab’s first foray into Hollywood is a giant folly with a lot of promise and too little reward.
Shadow and Bone,0,Shadow and Bone could use some intimacy! Its conflicts as currently written are way too big and too abstract; its characters are too generic and undefined.
Shadow and Bone,0,"There are shows that flow cohesively and others that feel like several scenes meshed together, and 'Shadow and Bone' has many lost in the mesh."
Archive 81,0,"Netflix's new horror show Archive 81 offers promising scares and intrigue across the board, but in its execution, it forgets the most important thing: the characters."
The Shrink Next Door,0,"It's a deeply terrifying story of manipulation and abuse that plays like a comedy, sometimes when it doesn't mean to, but isn't all that funny when it's trying to be."
Lost,0,"Lost crashed, and crashed hard... This season wasn't a long con. It was a weak trick."
The Pentaverate,0,'The Pentaverate' is unbelievably bad.
Winning Time: The Rise of the Lakers Dynasty,0,"Winning Time is guaranteed to turn the stomachs of not only Boston Celtics fans, but anyone hoping for more than an egregiously cartoonish and ham-fisted hagiography executed with all the subtlety of a no-look pass."
24,0,"The contemporary anxiety 24 hopes to exploit this time around is of drones and of the increasingly dehumanized nature of warfare, but it has become a sort of dehumanized show, populated by barely human characters."
Devs,0,"Of course the characters don't have free will. That would require imagination, something Devs can only simulate."
Waco,0,"The show creates its own problems in telling this story, especially as it can't seem to handle the scope."
Devs,0,"It's probably a Marmite drama, but in its preoccupation with being clever-clever and abstruse, it has made its characters too insipid and humourless to give a monkey's about."
The Nevers,0,This weird mix of space and steampunk will confuse viewers rather than confound them.
Dr. Death,0,"Despite the show's few thrills, its structure only reveals an unsteady grasp of the story at its center."
A Wilderness of Error,0,"""A Wilderness of Error"" offers a not-so-illuminating message that it's sometimes difficult to get at the truth that's not worth the five hours it takes to hear it."
Bodyguard,0,Bodyguard adds to a long and damaging media trend of depicting brown people as terrorists.
Anatomy of a Scandal,0,"Despite able performers and potent themes, the show is so addicted to chaos that it squanders its chance to say anything substantive."
Nine Perfect Strangers,0,"While the strong ensemble cast made for a promising set-up, the series was besmirched by an increasingly infuriating script and a trite ending that had this viewer hurling decaying vegetables at the screen."
Ginny & Georgia,0,"The script's plotholes... [starts] so many stories that, in the dent, it doesn't end up providing the screen time that each one deserves. [Full review in Spanish]"
House of Cards,0,"House of Cards never quite maintains momentum, again; the first five episodes sent to critics are sometimes promising, sometimes plodding."
The Time Traveler's Wife,0,"It would, at this point, take a truly inspired interpretation to make a Time Traveler’s Wife series work. Sadly, this ain’t it."
And Just Like That...,0,"And Just Like That... A New Chapter of Sex and the City is a clumsy, cringe-inducing revival that fails to recapture the magic of the original."
Joe vs Carole,0,"Joe vs. Carole is competently made and entertaining enough but having already sat through the first season of Netflix’s bloated Tiger King, Joe vs. Carole can’t help but feel like a rerun of something I already saw."
Godless,0,"The show is filled with unnecessary rapes, voyeuristic violence against women, and frivolous female nudity."
Entourage,0,"Once fizzy and stuffed with A-list cameos, Entourage ends on a flat note and with a recurring role for Andrew Dice Clay."
Once Upon a Time in Wonderland,0,"As in Once, the computer-generated landscapes and creatures don't quite work - they look unworldly, but in a cheesy way."
The First,0,"Only near the very end does ""The First"" strap in for another go, after viewers have endured far too much narrative flourish."
Big Shot,0,"If you're over ten years old, you've seen everything here before."
Inside Amy Schumer,0,"There are jokes about what it means to be an everyday woman, but they're sprinkled in among jokes about what it must be like to be Amy Schumer, and it messes with the voice of the show."
The Afterparty,0,"An Apple TV+ comedy series with one murder, plenty of suspects and minimal intrigue -- the sort of show that's modestly entertaining but doesn't bring enough to the party."
Keep Sweet: Pray and Obey,0,Treating this saga mostly as a shocking play-by-play with a reptilian boogeyman at the center feels a little cheap.
Twin Peaks,0,"""I am dead. Yet I live,"" [Laura Palmer] said. Much the same could be said of the revival, which resembles a danse macabre, full of familiar steps, but with some new missteps all of its own."
Suspicion,0,There’s not enough substance or character development here to hold our attention beyond the time it takes to click “NEXT.”
Lisey's Story,0,"The Apple TV+ limited series lands in the shallow end of the King cinematic pool, with a convoluted story that mostly squanders its big-name cast."
Halo,0,"Boasting no technological innovation to speak of, few performances to offer meaningful grounding and only limited action thrills, Halo is aggressively forgettable, which is at least several steps up from “bad.”"
First Kill,0,"The story is one you’ve definitely heard before, the leads lack chemistry, and the whole thing is lit like a deodorant commercial."
The Haunting of Hill House,0,"Like everything in Hill House, that terror gets muted, slowed down and picked over so much that it ends up banal and lifeless."
And Just Like That...,0,"I won't lie - at some level, it's nice to catch up with them. But it lacks the spark of Sex and the City. Now it's just another show."
Star Wars: The Bad Batch,0,"The show's attempt to individualize its protagonists largely reduces them to predictable, banal archetypes."
Severance,0,"If the series wants to tackle the exploitation of labor, even in its own exaggerated way, it usually helps when the authoritarians' methods of oppression make sense—logically and emotionally..."
The Pentaverate,0,"The Pentaverate rambles and repeats itself too often, even if the glimpses of Myers’ undeniable skill almost make it work and might be just enough for those who have missed him so."
Treadstone,0,Kring still hasn't figured out that momentum isn't the same thing as complexity...
11.22.63,0,No one would figure going back in time to spare the life of JFK would be easy or quick. But does it have to drag on so long and be this tiresome to watch?
Legion,0,Legion is weird for weird's sake and seems content to do that right up to the end.
Scenes From a Marriage,0,"It's meant as an episode of reflection, but because previous episodes have given the relationship a flimsy foundation, Scenes still ends on its flattest note."
Behind Her Eyes,0,It opts for a bizarre shock that's baffling at best and deeply tone-deaf at its worst.
Line of Duty,0,"As we embark on series six, a far greater problem is the weight of the past. As the plot races on, names and events float to the surface of my consciousness like something disturbing in a canal."
Mr. Corman,0,"The audience doesn't have to like the main character for the show to work, but at the very least, its center of gravity should be more nuanced and compelling than this one."
The Offer,0,"Strange pacing and unnecessary subplots bog down The Offer's more enjoyable moments, turning what could have been a thrilling look at movie history into an uneven television show."
We Own This City,0,"The six-part series isn't as rich as Simon's past work, in large part because it's built almost entirely out of rage. That's understandable -- but exhausting."
True Detective,0,"True Detective Season 3 is a little more workmanlike and less baroque, perhaps too eager to prove that it can tell a legible story again."
Invincible,0,"Invincible has the potential to become a better show, but only if the makers move beyond this adolescent mockery of a superhero series and into a zone of mature storytelling. The ingredients are already there. The mixing needs to be better."
13 Reasons Why,0,"Readers may recall how promising this show was at the beginning, when it was simply the adaptation of an acclaimed young adult novel... The final season reclaims only crumbs of that sensibility."
The Last Man on Earth,0,The Last Man on Earth remains very much on the bubble.
Our Flag Means Death,0,"Ultimately, it’s got enough amusing moments and talented performers to offer some comedic escapism once a week, but anyone looking for another “Shadows” or “Flight of the Conchords,” should sail to other waters."
The Offer,0,"While The Offer is an intermittently entertaining fictionalization about the making of the greatest movie of all time, your time would be far better spent re-watching the greatest movie of all time and the greatest sequel ever."
The Fall,0,"As good as Anderson is throughout, her Stella suffers from a Season 3 lack of development -- we learn nothing about her in this new season that we did not know from the previous two."
The Wire,0,"Though interesting at times, the fictionalized account of The Baltimore Sun lacks the depth of the institutions depicted in seasons past."
Gaslit,0,"The particularities of the way Nixonian paranoia played itself out over the national landscape defy easy comparison, and yet the show makes frequent, flat gestures towards the modern day."
Loki,0,"It's interesting to think and write about-a show that's about control, order, chaos, and the unknowable notions of free will, determinism, and choice-but mildly entertaining, at best, as a whole."
WeCrashed,0,"WeCrashed establishes that shameless hustlers worth billions, even when played by Academy Award winning movie stars, are not necessarily interesting people."
Brave New World,0,"As it unfolds, ""Brave New World"" fits only the most nebulous sense of the word ""interesting,"" with its most relevant commentary left behind in the Savage Lands."
Anatomy of a Scandal,0,None of these characters speak like human beings.
Brave New World,0,Disastrously walked into every known pitfall of trying to turn what is essentially a philosophical discourse into gripping drama. Even mediocre drama would have been a start.
Guilty Party,0,"While a 30-minute dramatic series is often welcome, ""Guilty Party"" might have been better suited to a one-hour format that would allow Addelman and her team to flesh out the characters and their motivations as well as fine tune the tone."
The Twilight Zone,0,"Technophobic and misogynistic... you're better than this, Twilight Zone."
Stranger Things,0,"What we're left with is a disjointed poorer show. One that's trying to go in various directions, but doesn't always have the room for it, despite the crazy runtimes. I'm afraid Stranger Things 4 has gotten too big for its own good."
The Night Of,0,A show like this one is so busy saying something about the justice system and the prison-industrial complex that it rarely has a moment to consider that one of the injustices here is that a person was killed.
Night Sky,0,More of an exercise in frustration than anything else.
Mr. Corman,0,"Mr. Corman is billed as a ""comedy,"" somehow, but it's missing the laughs. It seems to be going for cringe comedy, but we just end up cringing. I felt more sad watching it than anything."
11.22.63,0,"Awkward and flat, never matching the promise of its premise."
Pieces of Her,0,"Toni Collette is a divine being sent from Heaven with whom we are all fortunate to share time on the same planet. Even Collette, however, cannot redeem what is one of television history’s most worthless characters in Netflix’s Pieces of Her."
We Own This City,0,"The six-part series isn't as rich as Simon's past work, in large part because it's built almost entirely out of rage. That's understandable -- but exhausting."
Twin Peaks,0,"""I am dead. Yet I live,"" [Laura Palmer] said. Much the same could be said of the revival, which resembles a danse macabre, full of familiar steps, but with some new missteps all of its own."
WandaVision,0,"The end product is comedically wan, the double-takes broad and all the Olsen/Bettany/Hahn charm squeezed into tiny dabs of screen time"
The Crown,0,"Duty may be life and pain for the royal family. But in The Crown, it's also ultimately spiritless."
Lovecraft Country,0,"Rather than weaving the elements of the show together to buttress each other, Lovecraft Country simply piles up a bunch of horror tropes for no discernible reason."
True Detective,0,"True Detective Season 3 is a little more workmanlike and less baroque, perhaps too eager to prove that it can tell a legible story again."
The Undoing,0,"Indeed, the show seems to relish the disorder that the Frasers cause in other people's lives, the pain they mete out. Throughout it all, the family remains static: glamorous, somehow still in control."
The Boys,0,"You finish each episode with a nasty taste in your mouth, not helped by the fact that so many of the characters are so ghastly you wish they’d all self-explode and put us out of our misery."
Good Sam,0,I'm as game as the next fan for a new House. This just isn't there yet.
Suspicion,0,There’s not enough substance or character development here to hold our attention beyond the time it takes to click “NEXT.”
The Shrink Next Door,0,"No expense was spared in building sets and procuring costumes that make the socioeconomic details of this story come through crisply, but both characters are, in the end, ciphers."
Taboo,0,"This tale sometimes feels like what might have happened if Sweeney Todd went after the East India Company, but it's weighed down by less-than-thrilling characterization."
Sex/Life,0,"Explicitness abounds. However, the friction that Sex/Life chases more often turns into a rub. As it turns out, both good sex and a good life can bloom when fed full-throated fantasy. But for Sex/Life, its soapy sexuality washes away its potential potency."
Ramy,0,"When it comes to the politics of Islam, supposedly one of the main focuses of the show, Youssef shies from delving into the growing division between secular and traditional Islam. It's here where the ideology of the show grows even more muddled."
The Undoing,0,"The Undoing has undeniably high production values and a top-notch cast, but they're in service of increasingly lackluster and inconsistent storytelling."
Marvel's Iron Fist,0,It's much better paced and way easier to watch. But coming back from what was a truly lack-luster first season... was going to take a complete overhaul of the series and it's hard to say if that was ever going to be possible.
Nine Perfect Strangers,0,"The best part about 9 Perfect Strangers is that the Wikipedia entry states up top ""not to be confused with Perfect Strangers."" Oh, how I wish that this were the tale of 9 Balkis..."
Jericho,0,"Well the good news is that the show is kinda-sorta ratcheting up the focus on the ""what happened"" story, plus it's looking more into how the country as a whole is dealing with its post-nukey self. The bad news is, I totally don't care anymore. At all."
Westworld,0,"The new season of often wayward drama doesn’t just treat many of the people onscreen as NPCs. Withholding to a fault and placing a wearying emphasis on misdirection, it leaves viewers in the dark."
Battlestar Galactica,0,A lot of basic and mundane things don't add up for me.
The Time Traveler's Wife,0,"Bad wigs, limp characterization, indifferent plotting."
Godless,0,"Godless is so swept up in the romance of the West that it shortchanges practically everything else -- character, context, story."
Winning Time: The Rise of the Lakers Dynasty,0,"McKay has entered... an Aaron Sorkin-esque level of directorial obtrusiveness, where a filmmaker’s tics and indulgences keep calling attention to themselves, distracting from the narrative at hand rather than amplifying it."
Castle Rock,0,"I can't tell if the new season is over-reaching, under-reaching or if the Annie Wilkes of it all is just overshadowing the story to an unanticipated degree."
Altered Carbon,0,"Altered Carbon has an amazing sandbox to work with, but the story doesn't always know how to play in it... The good news is that Season 2 ends on a note that could make Season 3 its best yet."
Pieces of Her,0,"Toni Collette is a divine being sent from Heaven with whom we are all fortunate to share time on the same planet. Even Collette, however, cannot redeem what is one of television history’s most worthless characters in Netflix’s Pieces of Her."
Stranger Things,0,The timing is terrible. The show itself gets slightly better from there.
Peacemaker,0,"""Peacemaker"" exposes a bigger problem: in a minor role with an ensemble of zany characters, Cena's witty banter felt like a breath of fresh air. In a eight-hour episodic series with lackluster supporting players, Cena struggles to carry the load."
Devs,0,A product that delivers neither the wildly creative sense of tech's possibilities nor the ground-level excavation of his characters... Devs is a misfire for a talented creator.
The O.C.,0,"As is perhaps fitting, though, for a show about teenagers and their notoriously short attention spans, the writers found it hard to keep up the momentum and the quality took a dive... It has been clear the show is on its last legs."
24,0,"24 is still fast-paced for the most part, although a little slow off the mark in its first hour. And the 47-year-old Sutherland remains trim and limber as an aging Jack of few words, most of them downers."
The Offer,0,"Unfortunately, the resulting product is frequently too on-the-nose. If there’s any reason to watch, it’s for the performance of actor Matthew Goode as legendary Paramount executive Robert Evans."
Shameless,0,Shameless fails many of its other characters when it comes to their conclusions. The series even does it in such a way where it feels like the show made a deliberate choice to avoid giving a solid ending to anyone's arc.
The Boys Presents: Diabolical,0,"As with most ventures like this, the total assembly is a very mixed bag of quality, dipping on the negative side of the ledger here overall."
The Problem With Jon Stewart,0,"Carrying those extra 15 minutes, ""The Problem"" drags; its monologues need honing, its jokes, if they stick around, need punching up, and its segments need to be trimmed down to the essence."
Marvel's Agent Carter,0,"You wouldn't be alone in feeling that this season of Agent Carter lacked a certain urgency...that's really the rub, that Season 2 never seemed like it had enough to say on Peggy's journey..."
Entourage,0,It struck me that the show seems even more like escapist candy than it did just a few years ago... Entourage stopped trying to even toy with realism or emotional depth.
The Office,0,Will those of us who've gradually fallen away return to see it out? I'm still not sure I will after seeing Thursday's Season 9 premiere
Bridgerton,0,Bridgerton season 2 is a lackluster season that hopes to recapture the heights of its first but mostly falls short.
The First,0,The First is never quite able to blast off.
Once Upon a Time in Wonderland,0,"Unless Alice and her rabbit pal have more tricks up their sleeve than Snow White and the gang could muster, ABC's visit to Wonderland might once again leave the network less in need of a looking glass than a rear-view mirror."
Prison Break,0,The nostalgia works against the show.
The Time Traveler's Wife,0,"It's an admirable effort, but one that simply underscores how unadaptable this material might be -- the bottom line being that if time is indeed precious, these six episodes finally feel too much like a waste of it."
Interrogation,0,"Ultimately, not unlike the case explored by the detectives, accused killers, and put-upon lawyers of Interrogation, the show doesn't necessarily prove what it's actively trying to prove (crime dramas are interesting if you can choose your own fate)."
House of Cards,0,"Plans, schemes, endgames -- who has any use for those? The crazier Washington became, the more House of Cards lost its touch."
Shining Girls,0,"There’s good stuff here: Alongside Moss, Moura as the journalist aiding her, and Jamie Bell as the personification of human venality pursuing her, do fine work. But there’s simply not enough story here to make for a credible eight-episode series."
The Pentaverate,0,"Although its fantastic to have Mike Myers back in action, the series is underwhelming in elaborating its premise and comedy. [Full review in Spanish]"
The Gilded Age,0,We know who these people are. They're clichés -- not unpleasant but wholly unsurprising.
The Shrink Next Door,0,Mainly what held my interest in The Shrink Next Door was the myriad reasons it doesn't quite work.
Mr. Corman,0,"Mr. Corman is billed as a ""comedy,"" somehow, but it's missing the laughs. It seems to be going for cringe comedy, but we just end up cringing. I felt more sad watching it than anything."
Once Upon a Time,0,Once Upon a Time's magic is gone.
Foundation,0,"Spanning a millennium and juggling at least half-a-dozen narratives at any given moment, Foundation is suitably epic to behold, but has the emotional intensity of a lecture on particle physics."
Brave New World,0,"For the most part, we're left with an unsexy portrait of decadence, a thriller without thrills, a prescription that's less soma than Sominex."
Brave New World,0,"It's just never compelling, never engrossing and, worst of all, not thought-provoking to the degree it needs to be given its subject matter and acclaimed, if dated, source material."
Taboo,0,"... if you have ever wished to know what you get when too many alpha males gather in a room, perhaps this is it."
The Mosquito Coast,0,"If the plotting and the characters in The Mosquito Coast were more compelling, it wouldn't matter as much that Cross has ignored virtually every element of his source material."
House of Cards,0,"With or without Kevin Spacey, it's possible that House of Cards had simply run its course. It's just a shame that it couldn't make one final sprint toward the finish line."
The Shrink Next Door,0,The execution of the story doesn't feel balanced as an eight-episode series. It's oddly surface level at the same time never diving into the nuance or the complexities of how this could have happened.
X-Men,0,"Winding down, this series just wasn't as entertaining at the end as it was in the first few seasons"
Legion,0,"I responded to moments of Legion because I vibed with its project, but all of the aspects of that project ended up working better in other shows."
Bel-Air,0,"Suck all the joy, exuberance and wondrous charisma out of “The Fresh Prince” — a worthy launchpad for an actor who, in his prime, was widely considered the biggest movie star in the world — and you’re left with the gloomy and plodding “Bel-Air.”"
Archive 81,0,Is Archive 81 the silliest show on telly? Probably not -- but it certainly comes close.
Foundation,0,"""Foundation"" has the space for Asimov's seemingly endless plot points to breathe. Even so, it's much to take in, though creators David S. Goyer and Josh Friedman deserve kudos for making the effort at achieving the impossible."
Prison Break,0,"The reality is that Prison Break in 2017 is basically a collection of ideas that Homeland passed on, if you can imagine that."
The Offer,0,Its goofy failures create a veritable list of guidelines of how not to tell a story when otherwise trying to get across how hard it is to make a movie in Hollywood.
Little Fires Everywhere,0,"Hulu trotted out Little Fires Everywhere, an eight-part limited series that attempts to capture the sprawling nature of the source material, but ultimately fails."
The Gilded Age,0,"Sadly, this show, with its cardboard characters, out-of-the-box costumes and obvious movie-set streets is all over the place. And don’t get me started on the bogus CGI architecture."
The Offer,0,"Viewers would be better off watching the Godfather saga, as its a better use of their time  and its far more entertaining than the entirety of this series."
The OA,0,"Events, characters and half-formed ideas are thrown at the screen then abandoned in favour of fresh mysteries, the show infinitely rolling out a carpet of kookiness."
Outer Range,0,"Outer Range has one of the worst momentum problems I've ever seen in a streaming show, squandering an evocative setting and some fun twists on portentous take-forever storytelling that prioritizes hints over character depth."
Buffy the Vampire Slayer,0,"You can violate the laws of the universe you created, using a raft of new characters in whom we have no investment, or you can drag nine episodes' worth of doing so over 22 hours of TV. Not both."
Suspicion,0,"Suspicion still doesnt seem to know exactly what its saying, repurposing its more political source material into a series of middle-of-the-road thriller beats that are never as gripping as they aim to be."
A Wilderness of Error,0,"""A Wilderness of Error"" offers a not-so-illuminating message that it's sometimes difficult to get at the truth that's not worth the five hours it takes to hear it."
Rise,0,"When Rise shifts focus to one of Robbie's big games, it becomes painfully apparent how effortlessly Friday Night Lights stirred the emotions Rise struggles to find. It's not until the season finale that the show realizes its full tear-jerking potential."
Schmigadoon!,0,"Strong, who's one of the producers, is clearly having a ball, but Key is sold shockingly short by a lame script that starves him of funny lines and requires him to do nothing but moan."
The Haunting of Hill House,0,"Things were going so well. Now here I am, out back in the cold of night, burying it."
Entourage,0,"""Entourage"" seems to have undergone a certain loss of identity, at least on the evidence of the first few new shows."
Monsters at Work,0,"Has the feel of a weekday afternoon cartoon that was churned out quickly to capitalize on a successful property, featuring lesser versions of the franchise's characters."
Sex/Life,0,"The primary failing of Sex/Life is its inability to balance the acrobatic-romp and woman-finding-herself elements of its concept; there's so much of the former, and not enough of the latter."
